单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
浙江百诺数智环境科技股份有限公司,91330110328174952L,浙江省-杭州市-余杭区-良渚街道洋帆商务中心1幢2001室-1,7,23,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
嘉兴市环境科学研究所有限公司,91330402744138790T,浙江省-嘉兴市-南湖区-嘉兴工业园区亚美路西（嘉兴总部商务花园56号楼8-9楼）,7,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川锦美环保股份有限公司,915101005826274867,四川省-成都市-高新区-吉泰五路88号香年广场3号楼25楼8号,7,15,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
吉林省正源环保科技有限公司,91220105MA0Y44FP00,吉林省-长春市-净月开发区-金碧街253号,7,9,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
大连中环卓信环境保护有限公司,91210204MA0YJYGB6N,辽宁省-大连市-沙河口区-中山路427号,7,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
武汉清达环保科技有限公司,91420100744753283P,湖北省-武汉市-东湖新技术开发区-汤逊湖北路38光谷总部空间3栋403室,7,15,正常公开,1:2019:0,2:2020:0,3:2021:7,4:2022:0,5:2023:0
葫芦岛赛恩斯环境工程有限公司,91211400397872164P,辽宁省-葫芦岛市-市辖区-高新技术产业开发区创业大厦2号楼505室,7,6,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:7
庆阳衡安环保工程有限公司,91621002351406096H,甘肃省-庆阳市-西峰区-科教新村7号楼1单元112室,7,3,正常公开,1:2020:0,2:2021:0,3:2022:3,4:2023:10,5::-
武汉中地格林环保科技有限公司,91420100MA4KMUU56F,湖北省-武汉市-东湖新技术开发区-未来三路99号资环工研院,7,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川省宇环气象电子工程科技有限公司,915100007716908127,四川省-成都市-青羊区-大石西路1号联益大厦19楼,7,28,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏河海环境科学研究院有限公司,913200003137686190,江苏省-南京市-玄武区-长江路99号,7,17,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
西安中环能环保科技有限公司,91610132MA6TNCU03F,陕西省-西安市-未央区-太华北路东侧浩华北郡第2幢1单元27层12703号房,7,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
国潍（北京）环保工程技术有限公司,91110114MA009WTP2H,北京市-北京市-朝阳区-裕民路12号E1座9层913室,7,25,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
河南油田工程科技股份有限公司,91411300786217550L,河南省-郑州市-高新技术开发区-长椿路6号西美大厦A座9楼0906-0909室,7,16,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
白银有色建筑设计院,91620400739631249F,甘肃省-白银市-白银区-人民路19号,7,8,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
山西欣国环环保科技有限公司,91140100MA0H278L5J,山西省-太原市-杏花岭区-旱西门街中保大厦302,7,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南有色金属研究院有限责任公司,91430000444885233P,湖南省-长沙市-芙蓉区-隆平高科技园区内亚大路99号,7,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
青岛欧赛斯环境与安全技术有限责任公司,91370211737254080Y,山东省-青岛市-黄岛区-漓江西路877号内3栋办公2315户,7,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京航天计量测试技术研究所,12100000400001125B,北京市-北京市-丰台区-南大红门路1号,7,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
福建省石油化学工业设计院有限公司,9135010015443088X1,福建省-福州市-晋安区-水头路18号石化楼,7,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:3,5:2023:0
山东省煤田地质规划勘察研究院,123700006806716161,山东省-济南市-历城区-经十路33699号,7,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京国环建邦环保科技有限公司,911101056717464448,北京市-北京市-丰台区-大红门东后街143号28幢101号,7,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
厦门大学城乡规划设计研究院有限公司,91350203094845513U,福建省-厦门市-思明区-厦门火炬高新区软件园创新大厦C区4F-D1,7,8,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5:2024:0
中国电建集团河北省电力勘测设计研究院有限公司,91130000401704949C,河北省-石家庄市-长安区-建华北大街6号,7,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
黑龙江省水利水电勘测设计研究院,91230100414001222M,黑龙江省-哈尔滨市-南岗区-清滨路52号,7,10,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
中煤科工集团武汉设计研究院有限公司,91420000706800579F,湖北省-武汉市-武昌区-武珞路442号,7,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京中环长青环境科技有限公司,91110105MA019PH037,北京市-北京市-朝阳区-霄云路32号2号楼6层608室,7,9,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中铝环保节能科技（湖南）有限公司,91430111MA4QKGKQ03,湖南省-长沙市-雨花区-木莲东路299号清溪川玖号办公楼、综合楼113房,7,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
贵州省煤矿设计研究院有限公司,915201004292010599,贵州省-贵阳市-市辖区-花溪区大水沟,7,10,正常公开,1:2019:5,2:2020:0,3:2021:3,4:2022:0,5:2023:0
中国冶金地质总局地球物理勘查院,1210000040188939XT,河北省-保定市-竞秀区-阳光北大街139号,7,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
煤炭科学技术研究院有限公司,91110000717835742D,北京市-北京市-朝阳区-和平街青年沟路5号,7,9,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
湖南省建筑设计院集团股份有限公司,91430100444877137A,湖南省-长沙市-岳麓区-福祥路65号,7,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中铁水利水电规划设计集团有限公司,91360121MA35F37H0Q,江西省-南昌市-南昌县-江西千亿建筑科技产业园东莲路以南抚生西路以西,7,5,正常公开,1:2020:0,2:2021:0,3:2022:2,4:2023:0,5::-
中水东北勘测设计研究有限责任公司,912200001239493558,吉林省-长春市-朝阳区-工农大路800号,7,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
中路高科交通科技集团有限公司,911101086932759117,北京市-北京市-海淀区-西土城路8号7号楼4层409室,7,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中化环境科技工程有限公司,9121010611798252XM,辽宁省-沈阳市-皇姑区-陵东街135号1-2层,7,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南省水利水电勘测设计规划研究总院有限公司,914300004448770812,湖南省-长沙市-雨花区-劳动西路529号,7,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国石化工程建设有限公司,91110000101692827Q,北京市-北京市-朝阳区-安慧北里安园21号楼,7,7,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中国航天建设集团有限公司,91110000100012623D,北京市-北京市-丰台区-西四环南路83号,7,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国成达工程有限公司,91510100201965466L,四川省-成都市-高新区-天府大道中段279号,7,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5:2024:0
苏州常卫环保科技有限公司,913205050618771132,江苏省-苏州市-高新技术产业开发区-金山东路198号安达科技园6幢4层北排6006、6015室,6,25,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
苏州市宏宇环境科技股份有限公司,91320506755099184A,江苏省-苏州市-高新技术产业开发区-向阳路198号6幢4楼,6,61,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
钦覃（上海）环境工程有限公司,91310104MA1FR4BF3G,上海市-上海市-松江区-中辰路299号1幢616室,6,8,正常公开,1:2019:0,2:2020:10,3:2021:5,4:2022:0,5:2023:0
江苏方正环保咨询（集团）有限公司,91320300MA1W62R08L,江苏省-徐州市-经济技术开发区-软件园E1楼869室,6,19,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
知行道合(江西)环保产业技术研究院有限公司,91360122MA35K3063C,江西省-南昌市-南昌高新技术产业开发区-京东大道698号浙江大学（江西）科技园D区408室,6,22,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
众旺达（宁夏）技术咨询有限公司,91640500317711978R,宁夏回族自治区-中卫市-沙坡头区-文昌镇蔡桥村26号楼2号营业房,6,20,正常公开,1:2019:10,2:2020:10,3:2021:0,4:2022:5,5:2023:0
广西宇宏环保咨询有限公司,914514000595103123,广西壮族自治区-崇左市-江州区-花山路（嘉苑小区）C组团C-24号,6,25,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
西安海蓝环保科技有限公司,916101035660274053,陕西省-西安市-经济技术开发区-凤城十路保利中达广场1209室,6,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
吉林省环科环保技术有限公司,912201017593103038,吉林省-长春市-经济技术开发区-乐东村十里堡,6,4,守信名单,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东典图生态环境工程有限公司,91370303MA3CC4E41L,山东省-淄博市-高新技术产业开发区-柳泉路139号,6,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
重庆渝佳环境影响评价有限公司,91500103778469571M,重庆市-重庆市-渝中区-重庆市渝中区大坪正街160号3幢36-12,6,26,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖北正江环保科技有限公司,91420500MA487AL27Q,湖北省-宜昌市-西陵区-西湖路25号住邦科技园B区1号楼401,6,11,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中升太环境技术（江苏）有限公司,91320594MA20GCBC9P,江苏省-苏州市-工业园区-苏绣路89号恒宇商务广场1幢801室,6,13,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
太原核清环境工程设计有限公司,911401007159072042,山西省-太原市-迎泽区-长风东街山西国控大厦A座601室,6,18,正常公开,1:2019:10,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南聚力联创环保科技有限公司,91410102MA40MGA60M,河南省-郑州市-中原区-航海西路街道陇海西路338号5号楼8层806号,6,8,正常公开,1:2019:10,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江西赣评环保科技有限公司,91360102MA39A8KY2P,江西省-南昌市-东湖区-洪都北大道865号1号楼4楼401-408,6,8,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东佳诺检测股份有限公司,91371000076979796N,山东省-威海市-经济技术开发区-皇冠街道办事处蓝星万象城-23号一A1405、A1406、A1413,6,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东青科环境科技有限公司,91370102MA3CJ17JX2,山东省-济南市-历下区-文化东路80号6幢1楼112室,6,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广西交科集团有限公司,9145000049850597XR,广西壮族自治区-南宁市-高新技术开发区-高新二路6号,6,24,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
襄阳众鑫缘环保科技有限公司,91420600MA48A59R8D,湖北省-襄阳市-襄城区-环城东路87号1幢2层,6,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:5
广西柳环环保技术有限公司,914502050560104431,广西壮族自治区-柳州市-柳北区-三中路68号之一文轩大厦11-17号,6,13,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
杭州博盛环保科技有限公司,9133010372658640X4,浙江省-杭州市-拱墅区-文晖路183号1806室,6,6,正常公开,1:2019:5,2:2020:0,3:2021:7,4:2022:5,5:2023:0
河北澳佳环境科技有限公司,91130108MA0A8AU400,河北省-石家庄市-裕华区-南二环东路20号师大科技楼A座1006室,6,4,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
山东新达环境保护技术咨询有限责任公司,91370100777434107W,山东省-济南市-高新技术产业开发区-舜风路101号齐鲁文化创意基地15号楼3单元703室,6,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广东中正环科技术服务有限公司,91440101MA59B89F60,广东省-广州市-天河区-思成路1号3号中3号楼第四层之二4A01（仅限办公）,6,18,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
辽宁三慧科技有限公司,91210800MA10NQ0C35,辽宁省-营口市-自贸区-中国（辽宁）自由贸易试验区营口片区滨海路南51甲辽宁渤海科技城孵化器2＃楼201,6,2,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
天津天发源环境保护事务代理中心有限公司,911201162390309300,天津市-天津市-滨海高新区-华苑产业区榕苑路4号天发科技园2号楼1门302单元,6,13,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
佛山市环境工程装备有限公司,914406041935324833,广东省-佛山市-禅城区-绿景三路22号一座602房,6,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南宏晟环保技术研究院有限公司,91430103689517893Y,湖南省-长沙市-雨花区-木莲路园康星都荟5栋1205,6,6,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:5,5:2023:0
广州市怡地环保有限公司,91440101190499163N,广东省-广州市-越秀区-东风中路268号交易广场1810室,6,10,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:0,5:2023:0
临汾市德清源环保科技服务有限责任公司,911410003305400853,山西省-临汾市-经济技术开发区-天鹅现代花园1号楼4号商铺,6,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
国药集团重庆医药设计院有限公司,91500103202800858Q,重庆市-重庆市-渝中区-重庆市渝中区大坪正街8号,6,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
内蒙古华泰瀚光环境科技有限公司,91150291MA0N8A3K1W,内蒙古自治区-包头市-稀土高新区-黄河大街86号时代广场G区-C701-1,6,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
安徽显闰环境工程有限公司,9134010070504752XM,安徽省-合肥市-蜀山区-蜀山新产业园湖光路1号1-1001,6,8,正常公开,1:2019:7,2:2020:24,3:2021:0,4:2022:0,5:2023:0
山东鲁金环境工程有限公司,91370100MA3N8P304R,山东省-济南市-历下区-山东省济南市历下区奥体西路2666号中国铁建国际城C座7层,6,19,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
广州市番禺环境科学研究所有限公司,91440113063345276X,广东省-广州市-番禺区-大龙街傍江西泰兴路13号403,6,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西人和致远环境咨询有限公司,91149900MA0JX2MF26,山西省-太原市-山西转型综改示范区-唐槐产业园唐槐路98号4层403室,6,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
甘肃经纬环境工程技术有限公司,91620100719071889H,甘肃省-兰州市-城关区-东岗西路226号,6,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广州市环境保护工程设计院有限公司,914401014553535828,广东省-广州市-越秀区-迴龙路增沙街20号2，3楼,6,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南中环领航环保科技有限公司,91430102MA4QWW2M21,湖南省-长沙市-芙蓉区-定王台街道芙蓉中路顺天国际财富中心2001,6,5,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
陕西常春藤环境科技有限公司,91610103MA6UW7JJ52,陕西省-西安市-碑林区-南稍门永宁路新文巷17号一单元301室,6,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
农业农村部环境保护科研监测所,12100000401229113Q,天津市-天津市-南开区-复康路31号,6,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
福建海洋规划设计院有限公司,913505007416889061,福建省-泉州市-丰泽区-刺桐路中段东侧源淮花苑,6,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
中通服咨询设计研究院有限公司,91320000134755708P,江苏省-南京市-建邺区-楠溪江东街58号,6,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
重庆化工设计研究院有限公司,91500107450386182C,重庆市-重庆市-九龙坡区-华岩镇华锦路26号,6,7,正常公开,1:2019:0,2:2020:0,3:2021:2,4:2022:5,5:2023:0
深圳市福田区环境技术研究所有限公司,914403001922078226,广东省-深圳市-福田区-沙头街道天安社区车公庙天安创新科技广场A座803,6,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南省科悦环境技术研究院有限公司,91410100MA3XBXNL0G,河南省-郑州市-管城回族区-郑汴路76号绿都广场C座902-905,6,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南省正大环境科技咨询工程有限公司,91410105770888632M,河南省-郑州市-金水区-文化路56号,6,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海市机电设计研究院有限公司,913101061322049614,上海市-上海市-静安区-北京西路1287号,6,10,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
江苏新睿境界环保科技有限公司,91321202053477478A,江苏省-泰州市-医药高新区-凤凰西路109号创美科技产业园16幢A座103室,6,10,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
华测生态环境科技（天津）有限公司,9112011606987999X4,天津市-天津市-中新生态城-中新天津生态城动漫中路865号创意大厦5-701D区,6,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
云南绿色环境科技开发有限公司,915300007194050763,云南省-昆明市-西山区-金碧街道办事处严家地村融城优郡B座写字楼21楼,6,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京益普希环境咨询顾问有限公司,911103023991895886,北京市-北京市-北京经济技术开发区-北京市北京经济技术开发区凉水河二街8号院3号楼B座4层,6,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国有色桂林矿产地质研究院有限公司,914503004986714259,广西壮族自治区-桂林市-七星区-桂林市七星区辅星路9号,6,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京飞燕石化环保科技发展有限公司,911103047002209792,北京市-北京市-房山区-燕山燕房路22号,6,28,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
内蒙古包钢环境科技有限公司,91150203MA7YQHJW1B,内蒙古自治区-包头市-昆都仑区-钢铁大街38号华和园9号楼,6,15,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
深圳市环境工程科学技术中心有限公司,91440300668538441C,广东省-深圳市-罗湖区-人民南路深房广场B座32层3202室,6,4,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
交科院科技集团有限公司,91110108677437300A,北京市-北京市-海淀区-西土城路8号113幢108室,6,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
中煤科工集团沈阳设计研究院有限公司,912101032406230398,辽宁省-沈阳市-沈河区-先农坛路6-1号,6,12,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖北理工学院,12420200420085223G,湖北省-黄石市-下陆区-桂林北路16号,6,4,正常公开,1:2020:5,2:2021:0,3:2022:0,4:2023:0,5:2024:0
重庆地质矿产研究院,12500000750073137E,重庆市-重庆市-渝北区-兰馨大道,6,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
西北矿冶研究院,916204004382900739,甘肃省-白银市-白银区-人民路19号,6,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
煤炭工业合肥设计研究院有限责任公司,913401001491402635,安徽省-合肥市-庐阳区-阜阳北路355号,6,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南省交通规划设计研究院股份有限公司,91410100706774868X,河南省-郑州市-郑州东区-泽雨街9号,6,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
广州珠江水资源保护科技发展有限公司,91440101MA59HR7U0P,广东省-广州市-天河区-天寿路105号1501,6,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
黑龙江农垦勘测设计研究院有限公司,9123300041427807X1,黑龙江省-哈尔滨市-香坊区-赣水路270号,6,10,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
中国船舶集团有限公司第七一八研究所,911304001055711332,河北省-邯郸市-丛台区-展览路17号,6,4,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
交通运输部环境保护中心,12100000400016810E,北京市-北京市-朝阳区-安定门外外馆后身1号,6,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川大学,121000004000091949,"四川省-成都市-武侯区-24,SouthSection1,YihuanRoad",6,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
中石化洛阳工程有限公司,9141030017107918X1,河南省-洛阳市-涧西区-中州西路27号,6,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东省水利勘测设计院有限公司,913700004955705493,山东省-济南市-历下区-山东省济南市历下区历山路121号,6,14,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
招商局生态环保科技有限公司,91500108MA5U74CU45,重庆市-重庆市-南岸区-学府大道33号三十二幢,6,10,正常公开,1:2019:0,2:2020:0,3:2021:2,4:2022:0,5:2023:0
辽宁省水利水电勘测设计研究院有限责任公司,91210000MA0UX35H3B,辽宁省-沈阳市-和平区-光荣街68号,6,18,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中煤科工集团南京设计研究院有限公司,91320100249681059H,江苏省-南京市-浦口区-浦东路20号,6,14,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
交通运输部公路科学研究所,121000004000021794,北京市-北京市-海淀区-西土城路8号,6,10,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
北京实华油海工程技术有限公司,91110102102087928N,北京市-北京市-西城区-安德路甲67号1号楼218、220、222房间（德胜园区）,6,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中国农业大学,12100000400018162G,北京市-北京市-海淀区-圆明园西路2号,6,13,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
东华大学,12100000425006176T,上海市-上海市-长宁区-延安西路1882号,6,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
湖南中冶长天节能环保技术有限公司,914301005849395200,湖南省-长沙市-国家高新技术产业开发区-麓松路480号,6,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广州国寰环保科技发展有限公司,91440101691529084H,广东省-广州市-海珠区-工业大道270号自编（1）710房,5,13,守信名单,1:2019:0,2:2020:3,3:2021:0,4:2022:0,5:2023:0
山西清韵环保科技有限公司,91140105MA0L748J15,山西省-太原市-小店区-体育西路309号园梅源商务中心13层6号房,5,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5::-
江苏兴盛环境科学研究院有限公司,91320282680513263W,江苏省-无锡市-梁溪区-梁东路69号科闻大厦8楼,5,10,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:5,5:2023:0
杭州顶研环保科技有限公司,91330105MA27Y5HC2J,浙江省-杭州市-拱墅区-嘉逸商业中心3幢707室,5,8,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
河南可人科技有限公司,91410100395129377C,河南省-郑州市-中原区-博体路1号郑州报业大厦B座16层,5,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北十环环境评价服务有限公司,91130605679931695Q,河北省-保定市-高新技术产业开发区-保定市朝阳北大街1298号力宏大厦十层,5,20,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江西南大融汇环境技术有限公司,91360111MA35L0HU5W,江西省-南昌市-青山湖区-高新南大道3699号弘泰大厦12层,5,18,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海田苑环境科技有限公司,9131011834224868XW,上海市-上海市-青浦区-青浦区公园东路1155号科技孵化服务中心4014A区02室,5,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川环川盛达环保科技有限责任公司,91510108MA6A4X5J66,四川省-成都市-高新区-府城大道天府新谷9号楼2单元1708,5,23,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
河南青欣然环境科技有限公司,91410811MA9GBQRG12,河南省-焦作市-山阳区-华融国际大厦1110号,5,10,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广西中冠智合生态环境有限公司,91450103682111305N,广西壮族自治区-南宁市-东盟经济技术开发区-安平路27号1号科技研发办公楼第二层210-5室,5,30,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
辽宁省环保集团辐洁生态环境有限公司,91210105730794850F,辽宁省-沈阳市-皇姑区-崇山东路34号,5,15,正常公开,1:2019:5,2:2020:0,3:2021:5,4:2022:5,5:2023:0
萍乡市环科环保技术服务有限公司,91360301343185203L,江西省-萍乡市-萍乡经济技术开发区-公园中路金碧辉煌时尚广场E区,5,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
浙江锦寰环保科技有限公司,91330109MA2GNR9CXC,浙江省-杭州市-萧山区-宁围街道富业巷23号浙江民营企业发展大厦2幢1902室,5,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏通凯生态环境科技有限公司,91320115MA219DRP2E,江苏省-南京市-江宁区-秣陵街道利源南路55号C9栋3楼（办公：南京市建邺区庐山路168号11楼）,5,7,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
洛阳志远环保科技有限公司,91410305MA44H8KR0K,河南省-洛阳市-涧西区-中弘中央广场D座708,5,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
浙江盛冠环保科技有限公司,91330483MA2BAHWT24,浙江省-嘉兴市-桐乡市-梧桐街道东兴街庆丰中路A幢1203室南面第2间,5,15,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5:2023:0
河南蓝天环境工程有限公司,91410702MA47UKWB2C,河南省-新乡市-红旗区-洪门镇金穗大道与新二街交叉口东北角靖业跨境贸易大厦38层02,5,11,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
宁夏汇晟环保科技有限公司,91640100MA76232T47,宁夏回族自治区-银川市-金凤区-黄河东路620号海沃空间,5,17,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广西南宁师源环保科技有限公司,914501030865490874,广西壮族自治区-南宁市-西乡塘区-明秀东路157号虎邱商业综合楼第十层,5,31,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
